Question ID,AttackSeq ID,Batch ID,Question,A,B,C,D,Key Points,Context,Ground Truth,Source,Unshuffled Choices
639,211,211-Initial Access,"Which ATT&CK tactic most likely occurred after GreyEnergy gained the ability to deploy their malware through spearphishing and compromising public-facing web servers, but before they employed stealth techniques like fileless module execution and AES-256 encryption for defense evasion?",Initial Access,Persistence,Privilege Escalation,Reconnaissance,"Initial Access: GreyEnergy has used two distinct infection vectors: spearphishing and the compromise of public-facing web servers. When a vulnerable web server was hosted internally and connected to the rest of a targeted organization's network, the attacker would attempt to move laterally to other workstations. This technique is used not only as a primary infection vector but also as a backup reinfection vector.","Reconnaissance: ESET research has uncovered GreyEnergy, a successor to the BlackEnergy APT group, which has been targeting energy companies and other high-value targets in Ukraine and Poland for espionage and reconnaissance. GreyEnergy's activities include backdoor access, file extraction, taking screenshots, keylogging, password and credential stealing, and have been strategically targeting ICS control workstations running SCADA software and servers.
Resource Development: GreyEnergy's malware framework is modular, with functionality dependent on the combination of modules uploaded to targeted victim systems. The modules observed were used for espionage and reconnaissance purposes. GreyEnergy operators have been using a 'mini' backdoor deployed before admin rights are obtained and the full version is deployed. All remote C&C servers used by GreyEnergy were active Tor relays, an operational security technique to covertly connect to these servers.
Persistence: To cover their tracks, GreyEnergy's operators securely wipe the malware components from the victims' hard drives.
Defense Evasion: GreyEnergy employs stealth techniques, including pushing only selected modules to selected targets when needed, partial encryption of modules using AES-256, and running some modules fileless in memory to hinder analysis and detection.
Credential Access: GreyEnergy operators use common external tools such as Mimikatz, PsExec, WinExe, Nmap, and a custom port scanner for credential access.
Lateral Movement: GreyEnergy attackers deploy internal C&C proxies within the victims' networks to redirect requests from infected nodes to an external C&C server on the internet. This stealth tactic makes it less suspicious as multiple computers are seen communicating with an internal server rather than a remote one.
Command and Control: GreyEnergy's internal C&C proxies redirect requests from infected nodes inside the network to an external C&C server on the internet, facilitating stealthy communication.
Others: GreyEnergy is linked to the BlackEnergy and TeleBots subgroups due to the appearance of GreyEnergy coinciding with the disappearance of BlackEnergy, shared interest in the energy sector and critical infrastructure, victims primarily in Ukraine and Poland, architectural similarities between the malware frameworks, and operational security techniques. GreyEnergy is considered a more modern toolkit with a greater focus on stealth compared to BlackEnergy. Some GreyEnergy samples were signed with a certificate from Advantech, indicating that these were most likely stolen, similar to Stuxnet and a recent Plead malware campaign. GreyEnergy also deployed an early version of the TeleBots' NotPetya worm, showing significant code reuse between this ransomware component and the GreyEnergy core module.",Initial Access,blog_GreyEnergy_Updated,"Initial Access, Persistence, Reconnaissance, Privilege Escalation"
475,184,184-Collection,Which ATT&CK tactic most likely occurred after the CopyKittens group utilized their RAT to steal Outlook passwords and before they used the DNS protocol to exfiltrate data?,Credential Access,Exfiltration,Collection,Command and Control,"Collection: The RAT had capabilities for screen grabbing and keylogging, with portions of the source code traced back to the rohitab.com online forum.","Initial Access: The CopyKittens attack group initiated their cyber-attacks with spear phishing emails containing infected document files as attachments. These emails were carefully crafted with subjects that matched the interests of the targets, such as high-ranking diplomats and academic researchers. The documents contained OLE binary objects with deceptive names using the Right-To-Left Override Unicode character to appear as harmless file types.
Execution: The CopyKittens group employed a multi-stage infection framework named 'Matryoshka'. The first stage involved a dropper, an SCR PE file, which obfuscated code and signaled to the C2 server upon execution. It launched a loader to execute functions and compared anti-analysis logic, reporting back to C2. The second stage, the Reflective Loader, used anti-debugging and anti-sandboxing techniques, runtime API address resolution, covert DLL injection of the RAT library, and ensured persistence on disk. The third stage was the RAT component, which configured the Reflective Loader to survive reboots and process exits, established DNS Command and Control communication, and provided common RAT functionalities.
Persistence: The RAT component of the Matryoshka framework ensured its persistence by copying the reflective loader to common Windows folders and creating a registry key for automatic execution upon system boot. Additionally, it scheduled a task named 'Microsoft Boost Kernel Optimization' to rerun the injection routine every 20 minutes, using a global mutex to prevent multiple instances from causing instability.
Defense Evasion: The CopyKittens group utilized techniques to avoid detection, such as employing anti-debugging and anti-sandboxing methods, and runtime API address resolution with obfuscated strings. They also used a global mutex to reduce the risk of multiple RAT instances running simultaneously.
Credential Access: The RAT was capable of stealing Outlook passwords, a method that may have been copied from SecurityExploded's description for 'Recovering Passwords from Outlook 2002-2013'.
Command and Control: The RAT used the DNS protocol to communicate with the C2 server, constructing DNS queries with a unique ID of the infected machine, a random string, and obfuscated data to be transmitted. The group used substitute ciphers to disguise the DNS traffic and made it difficult for traffic analysis and detection by using IP addresses from Microsoft and McAfee in the C2 responses.
Exfiltration: Data exfiltration was performed over the DNS protocol, with the RAT translating received commands from the C2 server into corresponding actions, such as stealing Outlook passwords when a specific IP address was received in the DNS response.
Others: The CopyKittens attack group is a mid-level threat actor known for their effective and stealthy multi-stage attacks, avoiding the use of known RATs and packers by developing 'homemade' tools. They have shown constant development to overcome security product improvements. The group's targets have included high-ranking diplomats and researchers specializing in Middle East Studies. The group's attack tool, 'Matryoshka', is a multi-stage framework with each part built to integrate with the subsequent step. The group's activities suggest that they will continue to target similar profiles in the future.",Collection,CopyKittens,"Collection, Command and Control, Exfiltration, Credential Access"
1395,34,34-Exfiltration,Which ATT&CK tactic most likely occurred after APT10 staged data in multi-part archives in the Recycle Bin using compression tools and before the actor utilized legitimate Robocopy and PSCP tools for transferring data to their C2 infrastructure?,Exfiltration,Persistence,Command and Control,Initial Access,"Exfiltration: APT10 'pushes' data from victim networks to other networks they have access to, such as other MSP or victim networks, then 'pulls' the data to locations from which they can directly obtain it, such as the threat actor's C2 servers.","Initial Access: APT10, a China-based threat actor, has been observed using spear phishing emails with malicious attachments or links to compromise targets. These emails often contain decoy documents relevant to the recipient's interests, indicating significant target research. For example, an official document from the Japan Society for the Promotion of Science was weaponized and used in a campaign against the Japanese education sector.
Execution: APT10 deploys malware to establish a foothold on a target network, using tools like PlugX, RedLeaves, or Quasar RAT for long-term remote access. The actor performs internal reconnaissance using common Windows tools and open-source pentesting tools. APT10 ensures access to legitimate credentials, often using the MSPs credentials, and deploys credential theft tools such as mimikatz or PwDump. The actor installs updates and new malware on compromised systems, using methods like reverse shell or RDP connections to propagate across the network.
Persistence: APT10 achieves persistence on victim networks primarily through scheduled tasks or Windows services, ensuring malware remains active despite system reboots. The actor targets both high-value systems for access and low-profile systems less likely to draw attention for long-term access.
Privilege Escalation: APT10 uses credential theft tools to gain higher-level permissions on compromised systems. The actor has been observed using stolen MSP credentials to gain administrator or domain administrator privileges.
Defense Evasion: APT10 has evolved from using malware associated with China-based threat actors to developing bespoke in-house malware like ChChes and RedLeaves. The actor also uses open-source malware like Quasar and extends its capabilities. APT10 uses DLL search order hijacking and sideloading to execute modified versions of open-source tools.
Credential Access: APT10 deploys tools like mimikatz or PwDump to steal credentials, often using DLL load order hijacking to execute against a domain controller.
Discovery: APT10 conducts internal reconnaissance to map out the network using common Windows tools and later stages using open-source pentesting tools.
Lateral Movement: APT10 leverages shared MSP infrastructure to move laterally between MSPs and other victims. The actor uses systems that share access and credentials to gain access to new areas of the network.
Collection: APT10 identifies systems of interest and stages data for exfiltration in multi-part archives, often placed in the Recycle Bin, using compression tools launched via remote command execution scripts.
Command and Control: APT10 uses dynamic-DNS domains for command and control infrastructure, which are highly interconnected and link back to the actor's previous operations. The actor uses legitimate Robocopy tool and Putty Secure Copy Client (PSCP) to transfer data for command and control.
Others: APT10, a China-based threat actor, has been active since at least 2009, evolving its targeting from the US defense industrial base and technology sectors to a global compromise of multiple industries. The actor has increased its scale and capability since early 2016, adding new custom tools and significantly increasing the number of dynamic-DNS domains used for operations. APT10's activities align with China Standard Time and its targeting corresponds with strategic Chinese interests. The actor's campaigns, including Operation Cloud Hopper, have targeted managed IT service providers (MSPs) and Japanese organizations, focusing on espionage and sensitive data collection. APT10's methodology includes spear phishing, use of bespoke and open-source malware, and leveraging MSP infrastructure for lateral movement and data exfiltration.",Exfiltration,cloud-hopper-report-final-v4,"Exfiltration, Command and Control, Persistence, Initial Access"
515,191,191-Execution,"After gaining initial access through malicious documents containing macros that injected the Sharpshooter downloader into Word's memory, which ATT&CK tactic most likely occurred before persistence was ensured by downloading the second-stage binary to the startup folder?",Persistence,Execution,Lateral Movement,Impact,"Execution: The shellcode executed by the macro in winword.exe acted as a downloader for the Rising Sun implant. It resolved Libraries and APIs using LoadLibraryA() and GetProcAddress(), downloaded the second-stage payload and a decoy document to the startup folder and %LOCALAPPDATA% respectively, and executed both payloads using CreateProcessA() and ShellExecuteA().","Reconnaissance: The McAfee Advanced Threat Research team reported that Operation Sharpshooter masqueraded as legitimate industry job recruitment activity to gather information for potential exploitation. The campaign used similar techniques associated with other job recruitment campaigns. The malicious documents contained Korean-language metadata and English-language job description titles, indicating a focus on English-speaking targets or those with English-speaking regional offices. The majority of targets were defense and government-related organizations.
Initial Access: Operation Sharpshooter began on October 25 with a series of malicious documents authored by 'Richard' and distributed via an IP address in the United States and through Dropbox. These documents contained a malicious macro that injected the Sharpshooter downloader into the memory of Word, which then retrieved the second-stage implant Rising Sun from a control server.
Persistence: The Rising Sun implant ensured persistence on the system by downloading the second-stage binary to the startup folder during the download process, thereby removing the need for the implant to set up persistence for itself.
Discovery: The Rising Sun implant performed initial reconnaissance by fetching network adapter info, computer name, user name, IP address information, native system information, and OS product name from the registry. It also decrypted additional information during the reconnaissance process, although not all of it was used by the implant.
Command and Control: The Rising Sun implant communicated with control servers using HTTP POST requests, sending data in various formats encrypted with RC4 and obfuscated with Base64 encoding. The control servers identified were 34.214.99.20/view_style.php, 137.74.41.56/board.php, and kingkoil.com.sg/board.php.
Exfiltration: The Rising Sun implant encrypted data using the RC4 stream encryption algorithm and obfuscated it with Base64 encoding before exfiltrating it to the control server via HTTP POST requests.
Others: The McAfee Advanced Threat Research team discovered a new implant framework using code from the 2015 backdoor Duuzer, which was last seen targeting South Korea and Japan. The Rising Sun implant shares multiple similarities with Lazarus Group attacks but also raises the possibility of false flags. The campaign targeted nuclear, defense, energy, and financial companies globally, predominantly in the United States. The implant carries 14 backdoor capabilities, including executing commands, gathering drive and process information, reading and writing files, and modifying file attributes. Attribution to the Lazarus Group is suggested but not confirmed due to potential false flags.",Execution,rp-operation-sharpshooter,"Execution, Persistence, Lateral Movement, Impact"
350,160,160-Collection,"Which ATT&CK tactic most likely occurred after the lightSpy malware executed a modular backdoor capable of file manipulation and remote command execution, but before the hardcoded C&C server locations within the modules were contacted to exfiltrate data?",Command and Control,Privilege Escalation,Exfiltration,Collection,"Collection: The lightSpy malware's modules are designed to collect and exfiltrate a wide range of data from the infected device, including hardware information, contacts, text messages, call history, saved WiFi information, browser history, and user location. Specific modules target data from messenger apps like WeChat, QQ, and Telegram.","Initial Access: A watering hole attack targeting iOS users in Hong Kong was identified by Trend Micro on February 19. Malicious links posted on multiple forums led users to legitimate news sites while simultaneously loading and executing malicious code through a hidden iframe. This code exploited vulnerabilities in iOS 12.1 and 12.2, resulting in the download of a new iOS malware variant named lightSpy (IOS_LightSpy.A).
Execution: The lightSpy malware, once executed, installs a modular backdoor capable of remote command execution and file manipulation on the infected iOS device. This allows the attacker to spy on the user and take full control of the device. The malware's modules are designed for data exfiltration, including WiFi history, contacts, GPS location, hardware information, iOS keychain, phone call history, Safari and Chrome browser history, and SMS messages. Network environment information such as available WiFi networks and local network IP addresses are also exfiltrated. Specific messenger applications like Telegram, QQ, and WeChat are targeted for data exfiltration.
Defense Evasion: The lightSpy malware employs a sophisticated spyware that maintains control over the device and exfiltrates information. It uses a modular design with capabilities for module updates, remote command dispatch per module, and complete shell command execution. The malware's modules are explicitly designed for data exfiltration, targeting information from Telegram, WeChat, and other apps. The infection chain involves a silently patched Safari bug and a customized kernel exploit to gain root privileges, exploiting CVE-2019-8605. The payload.dylib file is signed with a legitimate Apple developer certificate, indicating the campaign's activity started around November 29, 2019.
Command and Control: The lightSpy malware contains hardcoded locations of the C&C server within its modules. The main control module, light, is capable of loading and updating other modules, which are designed to extract and exfiltrate different types of data.
Others: A similar campaign targeting Android devices, named dmsSpy (AndroidOS_dmsSpy.A.), was discovered in 2019. Malicious APK files were distributed via public Hong Kong-related Telegram channels, claiming to be legitimate apps but designed to exfiltrate device information, contacts, and SMS messages. The dmsSpy malware was advertised as a calendar app containing protest schedules in Hong Kong, requesting sensitive permissions and transmitting information to a C&C server. Debug mode left activated by the threat actors revealed additional capabilities, including screenshots and the ability to install APK files onto the device. The download and command-and-control servers for dmsSpy used the same domain name (hkrevolution[.]club) as one of the watering holes used by the iOS component of Poisoned News, suggesting the same threat actors are behind both campaigns.",Collection,Operation Poisoned News_ Hong Kong Users Targeted With Mobile Malware via Local News Links - TrendLabs Security Intelligence Blog,"Collection, Command and Control, Privilege Escalation, Exfiltration"
1516,36,36-Persistence,Which ATT&CK tactic most likely occurred after Whitefly used the loader Trojan.Vcrodat to execute malicious DLLs and before exploiting a Windows privilege escalation vulnerability to obtain elevated access?,Persistence,Collection,Execution,Lateral Movement,"Persistence: Whitefly aims to maintain long-term access within compromised organizations, often for months, to exfiltrate large volumes of information. It deploys tools like a simple remote shell and Termite (Hacktool.Rootkit) to facilitate ongoing communication and control over infected computers.","Initial Access: Whitefly, an espionage group targeting Singapore, initiates its attacks by sending spear-phishing emails containing a dropper disguised as a document or image, often related to job openings or industry-specific information. The dropper, once opened, executes a loader named Trojan.Vcrodat.
Execution: The loader Trojan.Vcrodat, used by Whitefly, employs search order hijacking to execute malicious DLLs named identically to legitimate security software DLLs, gaining elevated privileges. It then loads an encrypted payload that establishes communication with a command and control (C&C) domain, downloading additional tools for further operations.
Privilege Escalation: Whitefly exploits a known Windows privilege escalation vulnerability (CVE-2016-0051) using an open-source tool and leverages Mimikatz (Hacktool.Mimikatz) to obtain credentials, allowing them to compromise additional machines and escalate privileges within the network.
Defense Evasion: Whitefly utilizes search order hijacking to ensure execution of its malicious DLLs, targeting security applications to potentially gain higher privileges. The group also uses custom malware and open-source hacking tools to remain undetected while maintaining a presence on networks.
Credential Access: The group heavily relies on tools like Mimikatz to harvest credentials, which are then used to compromise more machines on the network and facilitate lateral movement.
Discovery: After initial infection, Whitefly maps the network and infects further computers, using publicly available tools and exploiting vulnerabilities to discover and control more systems.
Lateral Movement: Using stolen credentials, Whitefly compromises additional machines on the network, repeating the process to gain access to desired data and expand their control within the organization.
Collection: Whitefly's objective is to steal large volumes of sensitive information, which involves remaining in the network for extended periods and using tools to facilitate data theft.
Command and Control: Whitefly configures multiple C&C domains for each target, using encrypted payloads to communicate with infected computers and download additional tools for command and control.
Exfiltration: The group's long-term presence within targeted organizations is leveraged to exfiltrate large volumes of information over time.
Others: Whitefly has been active since at least 2017, targeting various sectors in Singapore. The group is linked to the SingHealth breach and other attacks in the region. Symantec has identified multiple indicators of compromise and has protections in place against Whitefly's tactics. The Attack Investigation Team at Symantec Security Response is dedicated to investigating targeted attacks and enhancing protection in Symantec products.",Persistence,Whitefly_ Espionage Group has Singapore in Its Sights,"Persistence, Execution, Collection, Lateral Movement"
564,20,20-Defense Evasion,"After distributing ActionSpy via a phishing page and ensuring its execution and persistence on the compromised devices, which ATT&CK tactic most likely occurred before the spyware's configuration was encrypted and protected by Bangcle to evade static analysis and detection?",Privilege Escalation,Defense Evasion,Persistence,Collection,"Defense Evasion: ActionSpy is protected by Bangcle to evade static analysis and detection. Its configuration, including the C&C server address, is encrypted by DES, with the decryption key generated in native code, making static analysis difficult.","Reconnaissance: The Earth Empusa group, also known as POISON CARP/Evil Eye, was observed using phishing attacks to deliver the ActionSpy malware. They targeted users in Tibet and Turkey before extending their scope to Taiwan. The campaign targeted victims related to Uyghurs by compromising their Android and iOS mobile devices. The group is known for using watering hole attacks, but phishing attacks have been recently observed. In April 2020, a phishing page disguised as a download page for a popular Android video application in Tibet was found, which may have been created by Earth Empusa. The page contained malicious scripts hosted on a domain belonging to the group.
Initial Access: The phishing page invited users to download a video app known to Tibetan Android users. The download link was modified to an archive file containing the Android application, which was an undocumented Android spyware named ActionSpy.
Execution: ActionSpy is an Android spyware that impersonates a legitimate Uyghur video app called Ekran. It uses VirtualApp to achieve the same appearance and features as the original app and is protected by Bangcle to evade static analysis and detection. ActionSpy collects basic device information every 30 seconds and sends it to the C&C server as a heartbeat request.
Persistence: ActionSpy prompts users to turn on its Accessibility service, claiming it is a memory garbage cleaning service. Once enabled, ActionSpy monitors Accessibility events on the device to steal chat log files from messaging apps like WeChat, QQ, WhatsApp, and Viber indirectly.
Credential Access: ActionSpy abuses the Android Accessibility service to collect chat logs from instant messaging applications by monitoring Accessibility events and parsing the current activity contents to extract information like nicknames, chat contents, and chat time.
Collection: ActionSpy supports modules for collecting various types of data, including device location, contacts, call logs, SMS messages, browser bookmarks, installed app info, running processes, Wi-Fi hotspots info, files on SDCard, and chat logs from WeChat, QQ, WhatsApp, and Viber.
Command and Control: All communication traffic between the C&C and ActionSpy is encrypted by RSA and transferred via HTTP. The C&C server may return commands to be performed on the compromised device.
Others: Earth Empusa also employs watering hole attacks to compromise iOS devices by injecting malicious scripts on websites that targets could potentially visit. The group uses the ScanBox framework to collect information from a website's visitors and an exploit chain framework to exploit vulnerabilities on iOS devices. In the first quarter of 2020, the exploit chain framework was upgraded to include a newer iOS exploit that can compromise iOS versions 12.3, 12.3.1, and 12.3.2.",Defense Evasion,New Android Spyware ActionSpy Revealed via Phishing Attacks from Earth Empusa - TrendLabs Security Intelligence Blog,"Defense Evasion, Persistence, Privilege Escalation, Collection"
1609,375,375-Persistence,"After executing the malicious payload by modifying the Windows Registry and operating an interactive shell on the compromised systems, which ATT&CK tactic most likely occurred before the Taidoor malware established a registry key in HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run for maintaining stability across system reboots?",Execution,Collection,Reconnaissance,Persistence,Persistence: The Taidoor malware uses a file (~dfds3.reg) to modify the Windows Registry key HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run to maintain persistence on compromised systems.,"Reconnaissance: The Taidoor campaign, primarily targeting Taiwanese government organizations, utilized social engineering tactics by spoofing Taiwanese government email addresses and sending socially engineered emails in Chinese, leveraging Taiwan-themed issues. The attackers sent out malicious documents and maintained several IP addresses for command and control.
Initial Access: The Taidoor attackers used a variety of vulnerabilities as attack vectors, including a Microsoft Common Controls vulnerability (CVE-2012-0158) and Adobe Reader, Acrobat, or Flash Player vulnerabilities (CVE-2009-4324, CVE-2010-1297, CVE-2010-2883, CVE-2011-0611). They also exploited vulnerabilities in Microsoft Excel and PowerPoint (CVE-2011-1269, CVE-2009-3129) using malicious .DOC, .PDF, .XLS, and .PPT files.
Execution: The Taidoor malware, upon opening a malicious document, creates two files in the user's Temp folder, executes a small executable file, modifies the Windows Registry, and maintains persistence. The malware also allows attackers to operate an interactive shell on compromised computers and to upload and download files.
Defense Evasion: The Taidoor malware produces identifiable network traffic, often directly accessing an IP address or using domain names for HTTP communication. The GET and POST requests contain a URL path with random characters and the compromised host's MAC address, which is obfuscated using a custom algorithm and used as an RC4 encryption key for subsequent network communication.
Command and Control: The Taidoor malware communicates with C&C servers using HTTP and RC4 encryption. The initial request to the C&C server includes the victim's MAC address, which is used as a key to encrypt data exchanged between the victim's machine and the C&C server. The malware installs an RC4-encrypted executable file in the memory space of a known Windows Service Process and creates an autorun registry entry for persistence.
Exfiltration: The Taidoor malware has the capability to upload files from infected machines to the C&C server, which can be used to exfiltrate data or files from the victim's network.
Impact: The Taidoor malware has functionalities typically seen in Remote Access Trojans (RATs), which can lead to data theft, data destruction, and the ability to remotely terminate processes on victims' machines, potentially causing denial of service (DoS).
Others: The Taidoor campaign has been active since at least March 4, 2009, with the earliest related activities seen as far back as October 2010. The campaign has consistently discovered malware samples connected to its infrastructure, indicating ongoing compromise attempts. Trend Micro's Smart Protection Network data was used to construct a timeline of related activities and to develop indicators of compromise based on the network traffic generated by the malware.",Persistence,wp_the_taidoor_campaign,"Persistence, Execution, Reconnaissance, Collection"
2016,72,72-Collection,Which ATT&CK tactic most likely occurred after the malware employed anti-debugging and timeout techniques to evade detection and maintain its presence on the victim’s device and before the malware began communicating with a command center to deliver collected information?,Collection,Credential Access,Impact,Persistence,"Collection: The malware collected data such as keystrokes, clipboard data, and account information from various sources on the victim's device.","Reconnaissance: The attackers initiated their campaign by sending spear phishing emails to senior members and executives of targeted organizations, aiming to lure them with what appeared to be payment documents from a bank in the UAE, Emirates NBD. These emails contained compressed executables or phishing links, with fake sources used to deliver the emails to victims.
Resource Development: The malware used in the attacks, based on the Hawkeye commercial spyware, was designed to collect a variety of data from the victim's device, including passwords, keystrokes, and screenshots. This commercial off-the-shelf malware provided anonymity for the attackers, making attribution more difficult.
Initial Access: The initial access to the victim's network was achieved through spear phishing emails that included a 7z file with a malware executable disguised as a payment instruction document. The emails targeted senior members and executives within the organizations.
Execution: Upon execution, the malware self-deployed and configured persistence using anti-debugging and timeout techniques. It then began collecting data from the victim's device, such as keystrokes, clipboard data, and account data from various applications and clients.
Persistence: The malware established persistence on the victim's device to maintain access and continue its data collection activities.
Defense Evasion: The malware employed anti-debugging and timeout techniques to evade detection and maintain its presence on the victim's device.
Credential Access: The malware collected a variety of sensitive information, including FileZilla FTP server credentials, account data from local browsers, messaging clients, email clients, and license information of some installed applications.
Command and Control: The malware communicated with a command center at the IP address 192.169.82.86 to deliver collected information, which included passwords, clipboard data, and screenshots. The IP address appeared to belong to a compromised device running multiple malware campaigns.
Exfiltration: Data exfiltration was primarily conducted via HTTP GET posts sent to the IP address 192.169.82.86 and email messages sent to addresses associated with compromised organizations operating in manufacturing and technology services.
Others: The attackers targeted over 130 organizations in more than 30 countries, focusing on industrial, engineering, and manufacturing sectors. The campaign, traced back to March 2015, seemed financially motivated. The attackers were particularly active in the Middle East, with a significant number of victims located in the United Arab Emirates. Phishing pages and links were also used, with victims connecting from various devices including Windows, Mac OS X, Ubuntu, iPhone, and Android. Kaspersky Lab detected the malware using heuristic signatures and provided a list of indicators of compromise, including filenames, paths, MD5 hashes, domains, and phishing URLs related to the malware.",Collection,Operation Ghoul_ targeted attacks on industrial and engineering organizations - Securelist,"Collection, Credential Access, Impact, Persistence"
849,248,248-Persistence,"After APT29 gained initial access by exploiting publicly known vulnerabilities in services like Citrix, Pulse Secure, or Zimbra, which ATT&CK tactic most likely occurred before the group deployed tools or obtained legitimate credentials to maintain long-term access to the compromised system?",Privilege Escalation,Exfiltration,Initial Access,Persistence,"Persistence: Upon gaining access to a system, the group likely drops further tooling and/or seeks to obtain legitimate credentials to the compromised systems in order to maintain persistent access. The actor is likely to use anonymizing services when using the stolen credentials.","Initial Access: The group frequently uses publicly available exploits to conduct widespread scanning and exploitation against vulnerable systems, likely in an effort to obtain authentication credentials to allow further access. In recent attacks targeting COVID-19 vaccine research and development, the group conducted basic vulnerability scanning against specific external IP addresses owned by the organizations. The group then deployed public exploits against the vulnerable services identified. The group has been successful using recently published exploits to gain initial footholds. Examples include CVE-2019-19781 Citrix, CVE-2019-11510 Pulse Secure, CVE-2018-13379 FortiGate, and CVE-2019-9670 Zimbra. The group also uses spear-phishing to obtain authentication credentials to internet-accessible login pages for target organizations.
Command and Control: In some cases, APT29 also deploys custom malware known as WellMess or WellMail to conduct further operations on the victim's system. WellMess is malware written in either Golang or .NET and has been in use since at least 2018. It is designed to execute arbitrary shell commands, upload and download files, and supports HTTP, TLS, and DNS communications methods. WellMail is a lightweight tool designed to run commands or scripts with the results being sent to a hardcoded Command and Control (C2) server. It uses hard-coded client and certificate authority TLS certificates to communicate with C2 servers.
Others: APT29, also known as 'the Dukes' or 'Cozy Bear', is assessed to be part of the Russian intelligence services by the United Kingdom's National Cyber Security Centre (NCSC) and Canada's Communications Security Establishment (CSE), with agreement from the United States' National Security Agency (NSA) and endorsement from the Department of Homeland Security's Cybersecurity and Infrastructure Security Agency (DHS CISA). The group targets governmental, diplomatic, think-tank, healthcare, and energy targets for intelligence gain. Throughout 2020, APT29 has targeted organizations involved in COVID-19 vaccine development in Canada, the United States, and the United Kingdom, with the intention of stealing information and intellectual property. The group uses custom malware known as 'WellMess' and 'WellMail' to target organizations globally, including those involved with COVID-19 vaccine development. These malware have not previously been publicly associated with APT29. The malware SoreFang, dubbed by the NCSC, is a first stage downloader that uses HTTP to exfiltrate victim information and download second stage malware. It is likely that SoreFang targets SangFor devices. Industry reporting indicates that other actors, including 'DarkHotel', have also targeted SangFor devices. APT29 is likely to continue targeting organizations involved in COVID-19 vaccine research and development.",Persistence,Advisory-APT29-targets-COVID-19-vaccine-development,"Persistence, Initial Access, Privilege Escalation, Exfiltration"
1175,307,307-Initial Access,"After scanning for vulnerabilities across IP ranges and identifying potential targets, which ATT&CK tactic most likely occurred before APT28 executed the second stage component to take control of the victim's machine through tools like run.exe and xp.exe?",Lateral Movement,Reconnaissance,Resource Development,Initial Access,"Initial Access: APT28 employs spear phishing emails with crafted Word and Excel documents, phishing websites on typosquatted domains, and malicious iFrames leading to Java and Flash zero-day exploits to infect targets. The first stage of the attack involves a dropper named runrun.exe, which drops and executes a file to contact the C&C server and download the second stage component.","Reconnaissance: APT28, also known as Sofacy, has been actively scanning for new targets, particularly focusing on Ukraine and Spain. They scanned 8,536,272 IPs in Ukraine during a political summit in Minsk, identifying 1,704,837 as vulnerable. The scanning process involved a python script generating random IPs, a database centralizing data, scan bots probing potential victims, and a Django application for administration and reporting. The bots are geographically distributed across the United States, United Kingdom, and Bulgaria.
Execution: The second stage component, installed by a dropper named winloat.exe, writes key components to the disk along with a configuration file. It then takes control of the machine, deploying tools like a password dumper (run.exe), a privilege escalation tool (xp.exe), and a proxy tool (svehost.exe) to facilitate further actions.
Persistence: APT28 ensures persistence by changing the timestamps of all files downloaded by the second stage dropper to 14/04/2008, 16:00, a technique to hide the files from victims who might attempt to list new files on the disk.
Privilege Escalation: APT28 uses a tool exploiting a privilege escalation vulnerability (CVE-2014-4076) to gain system privileges, allowing the execution of files with elevated permissions.
Defense Evasion: APT28 evades defenses by changing file timestamps and using a proxy tool (svehost.exe) to contact systems behind routers, which would otherwise not be accessible from outside the network.
Credential Access: APT28 deploys a password dumping tool (run.exe) based on the mimikatz source, which dumps passwords from logged-in users through LSASS.
Discovery: APT28 discovers the environment by scanning IP ranges and identifying vulnerable systems. The bots used for scanning report back to a central server, which centralizes the information.
Collection: APT28 collects data by deploying additional modules like pr.dll, which uploads stolen data to the C&C server. The module is crafted individually for each target system and can accommodate different plugins for data collection.
Command and Control: APT28's C&C communication is carried out via HTTP on port 443 or 80 if necessary. In some cases, the communication is encrypted using 3DES and RSA. The backdoor component advstoreshell.dll contacts the C&C servers indicated in the configuration file.
Exfiltration: APT28 exfiltrates data such as emails and files to the central server. The stolen information includes emails from political figures and the aerospace industry, with specific examples of .pst and .dbx files being transferred to the server.
Others: The authors of APT28 are believed to be Russian speakers, supported by evidence such as hardcoded paths in Russian in the files and the compilation times aligning with the working hours in the UTC+4 time zone, which includes Russia. The report is authored by a team from Bitdefender, including Răzvan Benchea, Cristina Vatamanu, Alexandru Maximciuc, and Victor Luncasu.",Initial Access,Bitdefender_In-depth_analysis_of_APT28__The_Political_Cyber-Espionage,"Initial Access, Reconnaissance, Resource Development, Lateral Movement"
