Question ID,AttackSeq ID,Batch ID,Question,Key Points,Context,Ground Truth,Source
1926,341,341-Credential Access-T1555-Credentials from Password Stores,"Before querying Google Chrome's SQLite databases to log usernames and passwords during the credential access phase, is it likely that the spyware will collect and archive personal files, keylogging data, and clipboard content during the collection phase, and set up scheduled tasks to ensure persistence by running sysBus32.exe every 3 hours?","Credential Access: The spyware components include libchrome.exe, which queries Google Chrome's SQLite databases to log usernames and passwords. It uses stolen tokens from Local State and Login Data files to decrypt the stored passwords.","Initial Access: During routine analysis, Bitdefender researchers discovered that the initial access to infected systems was primarily through an installer named 20SPEED-VPN-v9.2.exe, which contained components of the SecondEye monitoring application. This installer was not recognized as a valid InnoSetup executable, indicating it was a different type of installer, possibly Smart Install Maker. The installer placed spyware components in the %LOCALAPPDATA%\Microsoft\WindowsApps directory and launched the first stage of the spyware, sysCrt32.exe, along with a legitimate InnoSetup installer for the VPN software located in the %TEMP% folder.
Execution: The execution flow begins with sysCrt32.exe, which ensures persistence and adds the WindowsApps folder to the %PATH% environment variable. It then executes various batch files for initialization and sets up scheduled tasks to run sysBus32.exe every 3 hours. sysBus32.exe is responsible for downloading and executing the second stage from the C2 server. Other executables like libCache32.exe, libTemp32.exe, and libchrome.exe are also part of the execution process, performing keylogging, clipboard logging, and Chrome password extraction, respectively.
Persistence: The spyware establishes persistence by adding the WindowsApps folder to the %PATH% environment variable and setting up scheduled tasks to run sysBus32.exe every 3 hours. sysCrt32.exe checks for the presence of the folder in the environment variables and the scheduled task, and if not found, calls scripts to add them.
Collection: The collection process involves sysOptimizer.bat, which collects and archives personal files from the infected system, including files from the Firefox directory and various file types from potential personal data folders. libCache32.exe and libTemp32.exe are also involved in the collection process, performing keylogging and clipboard content logging.
Command and Control: The C2 servers belong to SecondEye and are hosted on Novinhost. The IP used by the initial execution flow is 213.232.124.157, and the other IP used by the additional payloads is 94.130.247.148. The servers are not always running, and the malware uses curl.exe to access the FTP servers.
Exfiltration: The exfiltration process is handled by sysUp32.bat, which collects all files created by the components and uploads them to the FTP server. It also exfiltrates Chrome passwords and crypto-wallet data for various applications.
Others: The campaign distribution indicates a growing number of detections in the past 6 months, particularly in Iran, as individuals seek VPN access to the internet. Bitdefender protects against this threat by detecting the malicious installer and blocking the process that initializes the spyware. The malicious executables from the second stage are also detected, and existing infections are identified by detecting the persistence process. The article recommends using well-known VPN solutions from legitimate sources and a security solution like Bitdefender to protect against information stealers.",Yes,Bitdefender-PR-Whitepaper-EyeSpyVPN-creat625-en-EN
80,109,109-Defense Evasion-T1599-Network Boundary Bridging,Is it likely that OnionDog transmits malware by exploiting vulnerabilities in Hangul software to gain initial access before circumventing network isolation for defense evasion using a USB disk drive ferry and generating USB worms for internal network infiltration?,"Defense Evasion: Since most infrastructure industries, such as the energy industry, generally adopt intranet isolation measures, OnionDog uses the USB disk drive ferry to break the false sense of security of physical isolation. In the classic APT case of the Stuxnet virus, which broke into an Iranian nuclear power plant, the virus used an employee's USB disk to circumvent network isolation. OnionDog also used this channel and generated USB worms to infiltrate the target internal network.","Initial Access: OnionDog malware is transmitted by taking advantage of the vulnerability of the popular office software Hangul in Korean-language countries, and it attacked network-isolated targets through a USB Worm. In addition, OnionDog also used darkweb (""Onion City"") communications tools, with which it can visit the domain without the Onion browser, making its real identity hidden in the completely anonymous Tor network.
Command and Control: When the OnionDog Trojan is successfully released, it will communicate to a C&C (Trojan server), download other malware and save them in the %temp% folder and use ""XXX_YYY.jpg"" uniformly as the file name. These names have their special meaning and usually point to the target.
Others: The Helios Team at 360 SkyEye Labs recently revealed that a hacker group named OnionDog has been infiltrating and stealing information from the energy, transportation and other infrastructure industries of Korean-language countries through the Internet. According to big data correlation analysis, OnionDog's first activity can be traced back to October, 2013 and in the following two years it was only active between late July and early September. The self-set lifecycle of a Trojan attack is 15 days on average and is distinctly organizational and objective-oriented. OnionDog concentrated its efforts on infrastructure industries in Korean-language countries. In 2015 this organization mainly attacked harbors, VTS, subways, public transportation and other transportation systems. In 2014 it attacked many electric power and water resources corporations as well as other energy enterprises. 360's Threat Intelligence Center has found 96 groups of malicious code, 14 C&C domain names and IP related to OnionDog. It first surfaced in October 2013, and then was most active in the summers of the following years. The Trojan set its own ""active state"" time and the shortest was be three days and maximum twenty nine days, from compilation to the end of activity. The average life cycle is 15 days, which makes it more difficult for the victim enterprises to notice and take actions than those active for longer period of time. In 2014, OnionDog used many fixed IPs in South Korea as its C&C sites. Of course, this does not mean that the attacker is located in South Korea. These IPs could be used as puppets and jumping boards. By 2015, OnionDog website communications were upgraded to Onion City across the board. This is so far a relatively more advanced and covert method of network communication among APT hacker attacks. Onion City means that the deep web searching engine uses Tor2web agent technology to visit the anonymous Tor network deeply without using the Onion Brower specifically. And OnionDog uses the Onion City to hide the Trojan-controlling server in the Tor network. In recent years, APT attacks on infrastructure facilities and large-scale enterprises have frequently emerged. Some that attack an industrial control system, such as Stuxnet, Black Energy and so on, can have devastating results. Some attacks are for the purpose of stealing information, such as the Lazarus hacker organization jointly revealed by Kaspersky, AlienVault lab and Novetta, and OnionDog which was recently exposed by the 360 Helios team. These secret cybercrimes can cause similarly serious losses as well. In view of OnionDog's pattern of activity, we are likely to observe a new round of attacks this summer. The relevant threat intelligence and technical analysis report will be updated by 360's Intelligence Center(https://ti.360.com).",Yes,onion-dog-a-3-year-old-apt
1787,322,322-Command and Control-T1071-Application Layer Protocol,Is it likely that the OceanLotus Group will perform lateral movement using stolen credentials and leveraging Windows built-in tools before establishing command-and-control communication through HTTP and DNS Tunneling?,"Command and Control: The OceanLotus Group used HTTP and DNS Tunneling for command-and-control communication, and a novel backdoor that utilized Microsoft Outlook for command execution and data exfiltration.","Reconnaissance: The OceanLotus Group, also known as APT-C-00, SeaLotus, and APT32, initiated Operation Cobalt Kitty by targeting a global corporation based in Asia. They focused on the company's top-level management, including vice presidents, senior directors, and key personnel in operational departments. The attackers used spear-phishing attacks to gather information and compromise over 40 PCs and servers, including critical infrastructure such as the domain controller, file servers, web application server, and database server.
Resource Development: The OceanLotus Group developed a sophisticated arsenal for Operation Cobalt Kitty, which included modified publicly-available tools and six undocumented custom-built tools. These tools were designed to evade traditional security products and included two backdoors exploiting DLL sideloading in applications from Microsoft, Google, and Kaspersky, as well as a novel backdoor targeting Microsoft Outlook for command-and-control and data exfiltration.
Initial Access: The initial penetration vector for Operation Cobalt Kitty was social engineering through spear-phishing emails containing links to malicious sites or weaponized Word documents with malicious macros. These macros created persistence on the compromised machines using two scheduled tasks designed to download secondary payloads, mainly Cobalt Strike Beacon.
Execution: During the first phase of Operation Cobalt Kitty, the OceanLotus Group operated a fileless PowerShell-based infrastructure using customized payloads from offensive frameworks like Cobalt Strike, PowerSploit, and Nishang. The attackers executed PowerShell scripts with embedded base64-encoded payloads to load additional scripts or fetch payloads from the command-and-control server.
Persistence: The OceanLotus Group established persistence on the network by using Windows registry, services, and scheduled tasks. They executed loader scripts at startup or at predetermined intervals, ensuring the continuous operation of their fileless in-memory payload delivery infrastructure.
Privilege Escalation: The OceanLotus Group used the Mimikatz credential dumping tool to obtain credentials, including user passwords, NTLM hashes, and Kerberos tickets. They customized and obfuscated over 10 different Mimikatz payloads to evade antivirus detection and used the stolen credentials to perform lateral movement and infect more machines.
Defense Evasion: To maintain stealth and avoid detection, the OceanLotus Group exploited DLL hijacking vulnerabilities in trusted applications, bypassing application whitelisting and security software. They also implemented DNS Tunneling as a command-and-control communication method to overcome network filtering solutions, configuring the backdoor to communicate with Google and OpenDNS servers.
Credential Access: The OceanLotus Group harvested credentials stored on compromised machines using the Mimikatz tool. They customized and obfuscated Mimikatz payloads to evade detection and used the stolen credentials to infect additional machines and leverage Windows built-in tools for lateral movement.
Discovery: The OceanLotus Group performed lateral movement and infected new machines during the third phase of Operation Cobalt Kitty. They harvested credentials from compromised machines to facilitate this process.
Lateral Movement: Using stolen credentials, the OceanLotus Group expanded their control within the network by infecting new machines and leveraging Windows built-in tools, pass-the-ticket, and pass-the-hash attacks.
Exfiltration: The OceanLotus Group exfiltrated data using a backdoor macro installed in Microsoft Outlook, which enabled them to execute commands, deploy tools, and steal valuable data from compromised machines.
Others: Operation Cobalt Kitty was a major cyber espionage APT carried out by the OceanLotus Group against a global corporation in Asia. The attackers continuously adapted their techniques and upgraded their arsenal to remain undetected. Cybereason was able to monitor and detect the entire attack lifecycle, from infiltration to exfiltration. The attackers' tools were not detected by traditional antivirus software, highlighting the sophistication of their methods and the importance of understanding behavioral patterns to combat APTs.",Yes,operation-cobalt-kitty
2087,361,361-Credential Access-T1003-OS Credential Dumping,Is it likely that the Carbanak group used the Cobalt Strike beacon to map the organization's internal network and collect administrative-level credentials before compromising credentials for a Domain Administrator and using them to compromise additional endpoints?,Credential Access: The attackers compromised credentials for a Domain Administrator and used them to compromise at least two more endpoints by the end of the first day.,"Reconnaissance: The Carbanak group conducted reconnaissance by collecting data related to banking applications and internal procedures after business hours or on weekends to avoid detection. This information was prepared for exfiltration to be used in the final stage of the attack.
Initial Access: The initial compromise involved spear-phishing emails with malicious URLs and documents designed to download a Cobalt Strike beacon component. Victims were tricked into opening these attachments, which used exploits for Remote Code Execution in Microsoft Word (CVE-2017-8570, CVE-2017-11882, and CVE-2018-0802).
Execution: After the initial compromise, the adversary had the ability to download and execute new payloads, run shell commands to move laterally in the infrastructure, and delete files from the system to leave fewer forensic traces.
Persistence: The attackers established persistence in the infrastructure using a backdoor from the Command and Control Server.
Privilege Escalation: The attackers aimed to find admin-level credentials to move across the entire infrastructure, compromising a Domain Administrator account and using it throughout the duration of the attack.
Defense Evasion: The Carbanak group minimized detection opportunities by performing operations outside business hours, limiting interaction to a handful of systems, and using single workstations as a hub for centralizing collected information and communication with their C&C server.
Discovery: The attackers used the Cobalt Strike beacon to discover and map the organization's internal network, collecting administrative level credentials and compromising additional network endpoints.
Lateral Movement: The attackers moved laterally across the infrastructure, compromising numerous workstations in search of critical information and targeting internal hosts and servers that would be used during the actual heist.
Collection: The attackers collected and prepared a series of potentially valuable documents pertaining to internal applications and procedures for exfiltration.
Command and Control: The Cobalt Strike beacon was used for command and control, allowing the attackers to communicate with compromised systems and check for new commands to be executed.
Exfiltration: The attackers prepared documents related to internal applications and procedures for exfiltration, which were relevant to the internal applications.
Others: The Carbanak group impersonated high-profile organizations in their spear-phishing campaigns, such as IBM, European Central Bank, and cybersecurity companies. The group's leader was apprehended in Spain on March 26th, 2018, but the group remained active with subsequent campaigns reported until May 2018. The group's use of Cobalt Strike – a pentesting tool – allowed them to infiltrate organizations, move laterally, exfiltrate data, and deploy anti-forensic and evasion tools.",Yes,An-APT-Blueprint-Gaining-New-Visibility-into-Financial-Threats-interactive
1414,282,282-Initial Access-T1195-Supply Chain Compromise,"Before CrateDepression drops Poseidon payloads via a malicious crate named 'rustdecimal', is it likely that other macOS malware such as Alchimist, ChromeLoader, or CloudMensis would employ their respective mechanisms for gaining initial access, such as binding a shell to a port, spreading through DMGs, or exploiting CVE-2020-9934?","Initial Access: The CTI report from December 7, 2022, by Phil Stokes, highlights several Initial Access techniques used by malware targeting macOS in 2022. Notably, Alchimist, a cross-platform attack framework, provides a backdoor onto target systems by binding a shell to a port for remote access. ChromeLoader, also known as ChromeBack or Choziosi Loader, spreads through malverts and malspam, using a DMG containing a shell script to install a Chrome browser extension capable of stealing information and serving adware. CloudMensis spyware uses public cloud storage services for C2 communication and exploits CVE-2020-9934 to bypass TCC restrictions. CrateDepression, a supply chain attack on the Rust development community, drops Poseidon payloads via a malicious crate named 'rustdecimal'. DazzleSpy, a sophisticated malware, uses advanced techniques for evasion and persistence, masquerading as an Apple launch service. Gimmick, related to macOS.Macma, is a backdoor used by an APT targeting activists in Hong Kong, leveraging cloud hosting services for C2. Lazarus Group's Operation In(ter)ception targets Coinbase and Crypto.com users with lures of job offers and drops multi-stage macOS malware. oRAT, distributed via a Disk Image masquerading as Bitget Apps, delivers a payload with backdoor functionality. Pymafka, a malicious Python package, infects users through typosquatting and downloads a Mach-O binary called 'MacOs'. Lastly, a VPN Trojan drops two malicious binaries, 'softwareupdated' and 'covid', using a script executed from a DMG.","Persistence: The CTI report identifies several Persistence techniques used by macOS malware in 2022. Alchimist malware attempts to establish a persistent backdoor on the target system. ChromeLoader uses a Bash script to install a persistent Chrome browser extension. CloudMensis spyware employs a downloader and implant for persistent operations. CrateDepression malware checks for the GITLAB_CI environment variable for Continuous Integration (CI) pipelines and retrieves a second-stage payload for persistence. DazzleSpy installs a LaunchAgent for persistence that masquerades as an Apple launch service. Gimmick uses similar persistence agent labels as macOS.Macma. Operation In(ter)ception installs a LaunchAgent for persistence in the user's local folder. oRAT delivers a payload to the /tmp directory for persistence. The VPN Trojan executes a script which drops a persistence agent with the filename com.apple.softwareupdate.plist.
Defense Evasion: The CTI report from December 7, 2022, by Phil Stokes, details Defense Evasion techniques used by macOS malware in 2022. Alchimist contains a privilege escalation exploit for CVE-2021-4034, although this tool is rarely found on Macs. ChromeLoader attempts to override macOS security technology with an animated image. CloudMensis exploits CVE-2020-9934 to bypass TCC restrictions. DazzleSpy uses advanced techniques to evade detection and maintain a foothold on infected machines. Gimmick and Macma share indicator overlaps, suggesting evasion tactics. Operation In(ter)ception uses lures and masquerades as legitimate processes for evasion. The VPN Trojan has superficial similarities to DazzleSpy, indicating possible evasion techniques.
Command and Control: The CTI report from December 7, 2022, by Phil Stokes, mentions Command and Control techniques used by macOS malware in 2022. Alchimist uses a web interface for controlling the implanted malware and generating payloads. ChromeLoader installs a listener to intercept outgoing browser traffic and communicate with the attacker's C2. CloudMensis uses public cloud storage services for C2 communication. Gimmick takes advantage of cloud hosting services like Google Drive for its C2 communications. Operation In(ter)ception's malware serves as a downloader for a fourth stage from a C2. oRAT includes a custom package with primary backdoor functionality for C2 communication. The VPN Trojan reaches out to a C2 for further tasking.
Others: The CTI report from December 7, 2022, by Phil Stokes, also mentions other malware discoveries in 2022 that do not fall under the specific tactics categories but are still significant. SysJoker is a backdoor written in Objective-C with variants for Windows, Linux, and macOS, distributed via an executable named types-config.ts. XCSSET malware saw a new variant, and a Mac version of a trojanized Chinese chat application called Mimi, attributed to IronTiger APT group, was reported. Adware infections from Pirrit, Bundlore, and Adload continue to target users with changing techniques. SentinelOne's Singularity platform defends against these threats, and SentinelLabs has published several ebooks to help understand and mitigate risks associated with macOS malware.",Yes,top-10-macos-malware-discoveries-in-2022
2247,381,381-Credential Access-T1111-Multi-Factor Authentication Interception,"Before targeting Kavach, a multi-factor authentication (MFA) app used by the Government of India, is SideCopy likely to execute infection chains involving malicious LNK files, HTAs, and loader DLLs to deliver final payloads and establish initial access to victim systems?","Credential Access: SideCopy's central motive is credential harvesting, specifically targeting access credentials from central Indian government employees. They commonly target Kavach, an MFA app used across India's government, and have deployed njRAT malware with special victim IDs of 'kavach.' They also use GoLang-based file recon plugins to exfiltrate Kavach authentication databases from infected devices.","Reconnaissance: Cisco Talos has observed SideCopy APT's activities targeting government personnel in India, using tactics and themes similar to APT36, which includes using decoys posing as operational documents belonging to the military and think tanks, and honeytrap-based infections. SideCopy campaigns use themes predominantly designed to target military personnel in the Indian subcontinent, with many LNK files and decoy documents posing as internal, operational documents of the Indian Army. They also use honeytraps to lure victims in, displaying explicit photos of women, and clone legitimate websites to serve malicious content. SideCopy has shown a particular interest in Kavach, an MFA app used across India's government, deploying njRAT malware with special victim IDs of 'kavach' and using GoLang-based file recon plugins to exfiltrate Kavach authentication databases from infected devices.
Resource Development: SideCopy APT group mimics the Sidewinder APT's infection chains to deliver their own set of malware. They have used a variety of post-infection plugins specifically for espionage, indicating a focus on credential harvesting, particularly targeting Kavach, an MFA app used by the Government of India. SideCopy also uses phishing portals posing as the Government of India's webmail to trick victims into divulging their email credentials.
Initial Access: SideCopy's infection chains have remained relatively consistent with minor variations, using malicious LNK files as entry points, followed by a convoluted infection chain involving multiple HTAs and loader DLLs to deliver the final payloads. They have also used self-extracting RAR-based dropper executables and MSI-based installers as part of their infection techniques.
Execution: SideCopy deploys a variety of RATs and plugins post-infection, including file enumerators, credential-stealers, and keyloggers. They have developed multiple new RAT families and plugins currently used in SideCopy infection chains.
Persistence: SideCopy uses various techniques to maintain persistence on infected systems, including the use of malicious LNK files, HTAs, loader DLLs, and MSI-based installers. They also use registry keys for persistence and have been observed using VBScripts to persist MargulasRAT via the registry.
Defense Evasion: SideCopy employs tactics to avoid detection, such as using decoy documents and images, and mimicking legitimate processes. They also use cloned websites to serve malicious content and have shown a particular interest in evading detection by targeting Kavach, an MFA app used by the Government of India.
Discovery: SideCopy uses themes predominantly designed to target military personnel in the Indian subcontinent, with many LNK files and decoy documents posing as internal, operational documents of the Indian Army. They also use honeytraps to lure victims in, displaying explicit photos of women, and clone legitimate websites to serve malicious content.
Collection: SideCopy utilizes modular plugins to carry out specific malicious tasks on the infected endpoint, such as file enumeration, browser password stealing, and keylogging. They have developed multiple new RAT families and plugins currently used in SideCopy infection chains.
Command and Control: SideCopy's delivery infrastructure consists of either setting up fake websites or using compromised websites to deliver malicious artifacts to specific victims. The delivery scripts verify that requests to receive artifacts/payloads are from two specific geographies: India and Pakistan. All requests are logged to a log file on the delivery server to keep track of artifacts served to potential victims.
Exfiltration: SideCopy's central motive is credential harvesting, specifically targeting access credentials from central Indian government employees. They commonly target Kavach, an MFA app used across India's government, and have deployed njRAT malware with special victim IDs of 'kavach.' They also use GoLang-based file recon plugins to exfiltrate Kavach authentication databases from infected devices.
Others: SideCopy APT group mimics the Sidewinder APT's infection chains to deliver their own set of malware. They have used a variety of post-infection plugins specifically for espionage, indicating a focus on credential harvesting, particularly targeting Kavach, an MFA app used by the Government of India. SideCopy also uses phishing portals posing as the Government of India's webmail to trick victims into divulging their email credentials.",Yes,SideCopy
1674,311,311-Discovery-T1018-Remote System Discovery,Is it likely that the attackers will use the SocGholish framework delivered via compromised legitimate websites for initial compromise before using the Get-NetComputer command from PowerView for remote system discovery?,"Discovery: The discovery phase involved profiling the computer using commands like whoami, net user, and net group. The attackers also used the Get-NetComputer command from PowerView, renamed to a random name, to search for computer objects in the Active Directory database.","Reconnaissance: The CTI report by Symantec, a division of Broadcom, identified a series of attacks against U.S. organizations, aiming to deploy WastedLocker ransomware. The attackers, linked to the group 'Evil Corp', used a malicious JavaScript-based framework called SocGholish, found on over 150 compromised websites, to masquerade as a software update and initiate the attack.
Initial Access: The initial compromise involved the SocGholish framework, delivered via compromised legitimate websites. Victims received a zipped file containing malicious JavaScript disguised as a browser update. This led to the execution of a second JavaScript file by wscript.exe, profiling the computer and downloading additional discovery-related PowerShell scripts.
Execution: The attackers deployed Cobalt Strike using PowerShell to download and execute a loader, which contained a .NET injector taken from an open-source project called Donut. This was used to execute the Cobalt Strike Beacon payload, capable of command execution, process injection, privilege escalation, and file upload/download.
Privilege Escalation: Privilege escalation was achieved using a publicly documented technique involving the Software Licensing User Interface tool (slui.exe). The attackers also used the Windows Management Instrumentation Command Line Utility (wmic.exe) to execute commands on remote computers.
Defense Evasion: To deploy the ransomware, the attackers used PsExec to launch a command line tool for managing Windows Defender, disabling scanning, removing definitions, and in some cases, disabling real-time monitoring. They also used PsExec to stop services across the organization before launching the WastedLocker ransomware.
Credential Access: Cobalt Strike was used for credential dumping using ProcDump and to empty log files, aiding in the concealment of the attackers' activities.
Lateral Movement: The attackers used Cobalt Strike Beacon for lateral movement, executing commands and injecting processes on remote computers.
Command and Control: The injected Cobalt Strike Beacon payload communicated with a command and control (C&C) domain, which was publicly reported as part of the WastedLocker attack infrastructure.
Impact: The end goal of the WastedLocker attacks was to cripple the victim's IT infrastructure by encrypting computers and servers, leading to significant disruption and demanding a multimillion-dollar ransom.
Others: Symantec's Targeted Attack Cloud Analytics, using advanced machine learning, proactively detected the attacks. The Threat Hunter team verified the activity, which corresponded to the early stages of WastedLocker attacks. This discovery helped identify additional targeted organizations and strengthen protection against the attack. Symantec has alerted at least 31 customer organizations to the threat, with the majority being major U.S. corporations, including 11 listed companies and eight Fortune 500 companies. The attackers demonstrated skill and experience, capable of penetrating well-protected corporations, stealing credentials, and moving across networks with ease. Symantec has implemented file-based protection and intrusion prevention measures to protect against WastedLocker and associated activities. Indicators of Compromise (IoCs) including domains and IP addresses linked to the attacks have been reported to the relevant registrar, with assistance from Namecheap in suspending some domains. The Critical Attack Discovery and Intelligence team within Symantec is dedicated to investigating targeted attacks, enhancing protection in Symantec products, and providing analysis to help customers respond to attacks.",Yes,WastedLocker_ Symantec Identifies Wave of Attacks Against U.S. Organizations _ Symantec Blogs
739,193,193-Credential Access-T1111-Multi-Factor Authentication Interception,"After using images instead of text in phishing emails to evade Google's security systems, is it likely that the attackers will verify victims' credentials in real-time and subsequently prompt for the 2-step verification code?","Credential Access: The phishing pages were designed for both desktop and mobile versions of Google and Yahoo! mail services. The attackers verified the victims' credentials in real-time and, if correct, prompted for the 2-step verification code, allowing them to bypass even two-factor authentication methods.","Reconnaissance: Certfa's review of 'The Return of The Charming Kitten' campaign reveals that Iranian state-backed hackers have targeted individuals involved in sanctions against Iran, as well as politicians, activists, and journalists worldwide. The attackers collected information on their targets prior to phishing attacks, tailoring their approach based on the target's cyber knowledge, contacts, activities, working time, and geographic location.
Initial Access: The campaign utilized phishing attacks through unknown email or social media accounts and compromised accounts of public figures. The attackers sent fake security alerts from email addresses like notifications.mailservices@gmail[.]com, and noreply.customermails@gmail[.]com, claiming unauthorized access attempts. They also used Google Site to create fake Google Drive download pages to trick users into entering their credentials.
Persistence: In some cases, the hackers did not change the passwords of the victim's accounts, allowing them to remain undetected and monitor communications in real-time.
Defense Evasion: The attackers used images instead of text in phishing emails to bypass Google's security systems. They also used third-party services like Firefox Screenshot to host these images. Additionally, a hidden tracking image was used in emails to alert the attackers when a target opened the email.
Others: The campaign's phishing infrastructure included over 20 domain names set up between September and November 2018. Technical reviews indicated that the attackers used VPNs and proxies with Dutch and French IP addresses but were traced back to real Iranian IP addresses during the preparation phase. The campaign's timing, methods, and targets suggest it is linked to the Charming Kitten group, known for its connections to the Iranian government. The campaign coincides with the U.S. imposing new sanctions on Iran on November 4, 2018, and aims to infiltrate accounts of individuals working on sanctions against Iran.",Yes,The Return of The Charming Kitten
2572,52,52-Command and Control-T1071-Application Layer Protocol,"After utilizing obfuscated VBA-Macro functions to decode JavaScript payloads and drop a file into the system's temporary directory, is it likely that the JavaScript downloader will drop a file named 'nanagrams.exe' from a URL while 'surprise.php' reveals its source code showing visitor tracking through an iframe?","Command and Control: The final JavaScript downloader aimed to drop a file from a URL, placing it into the system's temporary directory and naming it 'nanagrams.exe', which would then be executed on the victim's machine. The dropping URL contained a 'surprise.php' file, which due to a misconfiguration, revealed its source code showing visitor tracking through an iframe pointing to another domain and redirecting the downloader script to different URLs.","Initial Access: During a normal monitoring activity, a suspicious email from the domain validtree.com was detected, which was registered through namecheap.com and protected by a Panama company named WhoisGuard. The domain recently renewed and currently resolves to an IP address assigned to LeaseWeb, a VPS hosting provider located in the Netherlands. The email contained a suspicious Word document with a macro dropper designed to execute a JavaScript payload.
Execution: The Word document contained two VBA-Macro functions, 'AutoOpen' and 'HeadrFooterProperty', which decoded a JavaScript payload. The payload was obfuscated to hinder analysis and used a XOR key to decode a third JavaScript stage that communicated with the IP 66.133.129.5, assigned to Frontier Communications Solutions.
Defense Evasion: The attacker used obfuscation techniques in the VBA-Macro to decode the JavaScript payload, making the analysis process more challenging. The obfuscated code contained thematically chosen variable names such as 'theseus', 'pastorale', and 'quetzalcoatl'. The final JavaScript downloader was designed to drop a file from a specified URL into the system's temporary directory and execute it.
Others: The suspicious email targeted System Integrator Companies in Europe. The infrastructure used in the attack suggests the involvement of the cybercrime group TA505, known for operating the Dridex and Locky malware families. The group has been active since 2014, focusing on Retail and banking sectors. The attack used an old infrastructure previously associated with Ransomware propagation. The IoC includes a hash and several URLs related to the attack. A Yara rule was provided to help identify similar attacks.",Yes,TA-505 Cybercrime on System Integrator Companies
1564,301,301-Initial Access-T1566-Phishing,"After ChChes establishes communication with the C&C servers using HTTP cookie headers for defense evasion, is it likely that the malware will communicate with the C&C servers to receive commands and modules, expanding its capabilities through encrypted communication methods?","Initial Access: Since around October 2016, JPCERT/CC has been observing targeted emails sent to Japanese organizations. These emails contain a ZIP file attachment with executable files, which are disguised as Word documents using icons. The emails impersonate existing individuals and originate from free email services in Japan. Upon execution, the malware known as ChChes infects the system.","Defense Evasion: ChChes, a malware variant, employs a technique to communicate with its command and control (C&C) servers using HTTP cookie headers. The malware's HTTP requests use a path pattern of /[random string].htm, but the cookie values are encrypted strings that correspond to actual data for C&C communication. The encryption can be decrypted using a provided Python script. ChChes has been confirmed to use a specific code signing certificate to sign the executable files, which is detailed in Appendix A of the report.
Command and Control: ChChes communicates with C&C servers to receive commands and modules, which are then loaded into memory. The malware has limited functions on its own and relies on modules from C&C servers to expand its capabilities. The communication is initially encrypted using a custom method and later with AES encryption. The malware's communication flow includes an initial request containing encrypted data with the computer name, followed by a response from the C&C server with an ID for the infected machine. Subsequent requests are made for modules and commands, which are also encrypted. The malware can execute shell commands, upload and download files, run DLLs, and view tasks of bot commands.
Others: ChChes has been active since around October 2016 and is considered a new type of malware. JPCERT/CC is monitoring ChChes for continued use in targeted attacks. The report includes hash values of the malware samples in Appendix C and a list of destination hosts confirmed by JPCERT/CC in Appendix D. It is recommended to check for communication with these hosts to identify potential infections.",Yes,chches-malware--93d6.html
24,101,101-Collection-T1025-Data from Removable Media,"After achieving persistence by creating a task named 'Microsoft_up' and storing the malware in 'appdata/MicroDes/', is Machete likely to copy files to a special USB device as part of its collection capabilities?","Collection: ""Machete"" is capable of logging keystrokes, capturing audio from the computer's microphone, taking screenshots, capturing geolocation data, taking photos from the computer's web camera, copying files to a remote server, copying files to a special USB device if inserted, and hijacking the clipboard to capture information from the target machine.","Initial Access: The malware known as ""Machete"" is distributed through social engineering tactics, including spear-phishing emails and a fake blog website. No evidence suggests the use of exploits targeting zero-day vulnerabilities. The attackers and victims are both Spanish-speaking. The malware is embedded in PowerPoint presentations disguised as Nullsoft Installer self-extracting archives with names such as 'Hermosa XXX.pps.rar', 'Suntzu.rar', 'El arte de la guerra.rar', and 'Hot brazilian XXX.rar'. These files, when opened, install the malware on the target system.
Persistence: On infected machines, ""Machete"" creates a file named 'Java Update.lnk' pointing to 'appdata/Jre6/java.exe' and installs the malware in 'appdata/ MicroDes/'. It also creates a task named 'Microsoft_up'.
Others: The campaign, believed to have started in 2010 and renewed in 2012, may still be active. Victims are primarily located in Venezuela, Ecuador, Colombia, Peru, Russia, Cuba, and Spain, and include high-profile targets such as intelligence services, military, embassies, and government institutions. The malware uses Python embedded into Windows executables, which is unusual and suggests ease of coding rather than multi-platform support. Infrastructure for Mac OS X and Unix victims, as well as a mobile (Android) component, were also discovered. Indicators of Compromise include suspicious domains like 'java.serveblog.net', 'agaliarept.com', and others, as well as a known infection artifact 'hxxp://name.domain.org/nickname/set/Signed_Update.jar'. Malicious samples related to this attack are detected by Kaspersky Lab products as Trojan-Spy.Python.Ragua.",Yes,El_Machete
